TEAMNAME,SHORTNAME,STADIUM,CHANTS SLOT,FLAG SLOT,PL.NAME 1,NR 1,PL.NAME 2,NR 2,PL.NAME 3,NR 3,PL.NAME 4,NR 4,PL.NAME 5,NR 5,PL.NAME 6,NR 6,PL.NAME 7,NR 7,PL.NAME 8,NR 8,PL.NAME 9,NR 9,PL.NAME 10,NR 10,PL.NAME 11,NR 11,PL.NAME 12,NR 12,PL.NAME 13,NR 13,PL.NAME 14,NR 14,PL.NAME 15,NR 15,PL.NAME 16,NR 16,PL.NAME 17,NR 17,PL.NAME 18,NR 18,PL.NAME 19,NR 19,PL.NAME 20,NR 20,PL.NAME 21,NR 21,PL.NAME 22,NR 22,PL.NAME 23,NR 23,PL.NAME 24,NR 24,PL.NAME 25,NR 25,PL.NAME 26,NR 26,PL.NAME 27,NR 27,PL.NAME 28,NR 28,PL.NAME 29,NR 29,PL.NAME 30,NR 30,PL.NAME 31,NR 31,PL.NAME 32,NR 32,LONG FK,SHORT FK,FK2,CORNER L,CORNER R,PENALTY,CAPTAIN,CB OVERLAP,GO UP 1,GO UP 2,GO UP 3,F0 PL1 X/Y,F0 PL2 X/Y,F0 PL3 X/Y,F0 PL4 X/Y,F0 PL5 X/Y,F0 PL6 X/Y,F0 PL7 X/Y,F0 PL8 X/Y,F0 PL9 X/Y,F0 PL10 X/Y,F0 PL11 X/Y,F0 ROLE PL1,F0 ROLE PL2,F0 ROLE PL3,F0 ROLE PL4,F0 ROLE PL5,F0 ROLE PL6,F0 ROLE PL7,F0 ROLE PL8,F0 ROLE PL9,F0 ROLE PL10,F0 ROLE PL11,F0 ATTACK PL1,F0 ATTACK PL2,F0 ATTACK PL3,F0 ATTACK PL4,F0 ATTACK PL5,F0 ATTACK PL6,F0 ATTACK PL7,F0 ATTACK PL8,F0 ATTACK PL9,F0 ATTACK PL10,F0 ATTACK PL11,F0 DEFENCE PL1,F0 DEFENCE PL2,F0 DEFENCE PL3,F0 DEFENCE PL4,F0 DEFENCE PL5,F0 DEFENCE PL6,F0 DEFENCE PL7,F0 DEFENCE PL8,F0 DEFENCE PL9,F0 DEFENCE PL10,F0 DEFENCE PL11,FA PL1 X/Y,FA PL2 X/Y,FA PL3 X/Y,FA PL4 X/Y,FA PL5 X/Y,FA PL6 X/Y,FA PL7 X/Y,FA PL8 X/Y,FA PL9 X/Y,FA PL10 X/Y,FA PL11 X/Y,FA ROLE PL1,FA ROLE PL2,FA ROLE PL3,FA ROLE PL4,FA ROLE PL5,FA ROLE PL6,FA ROLE PL7,FA ROLE PL8,FA ROLE PL9,FA ROLE PL10,FA ROLE PL11,FA ATTACK PL1,FA ATTACK PL2,FA ATTACK PL3,FA ATTACK PL4,FA ATTACK PL5,FA ATTACK PL6,FA ATTACK PL7,FA ATTACK PL8,FA ATTACK PL9,FA ATTACK PL10,FA ATTACK PL11,FA DEFENCE PL1,FA DEFENCE PL2,FA DEFENCE PL3,FA DEFENCE PL4,FA DEFENCE PL5,FA DEFENCE PL6,FA DEFENCE PL7,FA DEFENCE PL8,FA DEFENCE PL9,FA DEFENCE PL10,FA DEFENCE PL11,FB PL1 X/Y,FB PL2 X/Y,FB PL3 X/Y,FB PL4 X/Y,FB PL5 X/Y,FB PL6 X/Y,FB PL7 X/Y,FB PL8 X/Y,FB PL9 X/Y,FB PL10 X/Y,FB PL11 X/Y,FB ROLE PL1,FB ROLE PL2,FB ROLE PL3,FB ROLE PL4,FB ROLE PL5,FB ROLE PL6,FB ROLE PL7,FB ROLE PL8,FB ROLE PL9,FB ROLE PL10,FB ROLE PL11,FB ATTACK PL1,FB ATTACK PL2,FB ATTACK PL3,FB ATTACK PL4,FB ATTACK PL5,FB ATTACK PL6,FB ATTACK PL7,FB ATTACK PL8,FB ATTACK PL9,FB ATTACK PL10,FB ATTACK PL11,FB DEFENCE PL1,FB DEFENCE PL2,FB DEFENCE PL3,FB DEFENCE PL4,FB DEFENCE PL5,FB DEFENCE PL6,FB DEFENCE PL7,FB DEFENCE PL8,FB DEFENCE PL9,FB DEFENCE PL10,FB DEFENCE PL11,ORD 1,ORD 2,ORD 3,ORD 4,ORD 5,ORD 6,ORD 7,ORD 8,ORD 9,ORD 10,ORD 11,ORD 12,ORD 13,ORD 14,ORD 15,ORD 16,ORD 17,ORD 18,ORD 19,ORD 20,ORD 21,ORD 22,ORD 23,ORD 24,ORD 25,ORD 26,ORD 27,ORD 28,ORD 29,ORD 30,ORD 31,ORD 32,F0 AD CARD1,F0 AD CARD2,F0 AD CARD3,F0 AD CARD4,F0 AD CARD5,F0 AD CARD6,F0 AD CARD7,F0 AD CARD8,F0 AD CARD9,F0 AD CARD10,F0 AD CARD11,F0 TS PLAYER SUPP,F0 TS SUPP RANGE,F0 TS POS SWITCH,F0 TS ATT STYLE,F0 TS PRESSING,F0 TS DEF LINE,F0 TS COMPACTNESS,F0 TS DEF STRATEGY,FA AD CARD1,FA AD CARD2,FA AD CARD3,FA AD CARD4,FA AD CARD5,FA AD CARD6,FA AD CARD7,FA AD CARD8,FA AD CARD9,FA AD CARD10,FA AD CARD11,FA TS PLAYER SUPP,FA TS SUPP RANGE,FA TS POS SWITCH,FA TS ATT STYLE,FA TS PRESSING,FA TS DEF LINE,FA TS COMPACTNESS,FA TS DEF STRATEGY,FB AD CARD1,FB AD CARD2,FB AD CARD3,FB AD CARD4,FB AD CARD5,FB AD CARD6,FB AD CARD7,FB AD CARD8,FB AD CARD9,FB AD CARD10,FB AD CARD11,FB TS PLAYER SUPP,FB TS SUPP RANGE,FB TS POS SWITCH,FB TS ATT STYLE,FB TS PRESSING,FB TS DEF LINE,FB TS COMPACTNESS,FB TS DEF STRATEGY,TEAMNAME 1,TEAMNAME 2,TEAMNAME 3,TEAMNAME 4,TEAMNAME 5,TEAMNAME 6,TEAMNAME 7,TEAMNAME 8,TEAMNAME 9,TEAMNAME 10,TEAMNAME 11,TEAMNAME 12,TEAMNAME 13,TEAMNAME 14,TEAMNAME 15,TEAMNAME 16,TEAMNAME 17,TEAMNAME 18,TEAMNAME 19,TEAMNAME 20,TACTICAL ASSISTANCE 1,TACTICAL ASSISTANCE 2,TACTICAL ASSISTANCE 3,P.TACTICS 1,P.TACTICS 2,P.TACTICS 3
魁尔特莫约,QRT,9,16,293,RATO,1,MONCADA,13,MERCADER,3,MUNMANY,4,MARCHENT,6,PONS,8,BELMONTE,5,VELLISCA,16,FREIJEDO,10,BLAS,20,VIVO,9,BARBERA,12,PASTOR,22,NOVAL,2,DOMEQ,14,TIRADOS,15,SOLDEVILLA,24,LLANERAS,7,SARRIEGI,23,COBO,11,GELPI,25,CUBERO,18,GUZMAN,19,GARRETA,21,CANAS,17,,255,,255,,255,,255,,255,,255,,255,7,8,7,4,6,5,4,255,255,255,255,-,9x65,9x39,15x93,15x11,20x63,20x41,32x77,33x52,32x27,42x52,0,7,1,9,8,14,10,28,26,24,38,0,0,0,16,16,0,0,68,68,68,16,1,1,1,1,1,1,1,1,1,1,1,-,9x65,9x39,15x93,15x11,20x63,20x41,32x77,33x52,32x27,42x52,0,7,1,9,8,14,10,28,26,24,38,0,0,0,16,16,0,0,68,68,68,16,1,1,1,1,1,1,1,1,1,1,1,-,9x65,9x39,15x93,15x11,20x63,20x41,32x77,33x52,32x27,42x52,0,7,1,9,8,14,10,28,26,24,38,0,0,0,16,16,0,0,68,68,68,16,1,1,1,1,1,1,1,1,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,8,12,10,10,10,10,10,0,2,2,2,2,2,2,2,2,2,2,2,8,12,10,10,10,10,10,0,2,2,2,2,2,2,2,2,2,2,2,8,12,10,10,10,10,10,0,Quertemoyo,QUERTEMOYO,QUERTEMOYO,QUERTEMOYO,QUERTEMOYO,古爾迪摩約,QUERTEMOYO,魁尔特莫约,QUERTEMOYO,QUERTEMOYO,QUERTEMOYO,QUERTEMOYO,КЕРТЕМОЙО,ΚΕΡΤΕΜΟΓΙΟ,QUERTEMOYO,QUERTEMOYO,QUERTEMOYO,QUERTEMOYO,QUERTEMOYO,QUERTEMOYO,1,3,2,3,1,0
乔巴沙法尔,JZV,16,16,294,CASALS,1,ESTEVE,2,URTUBIA,6,ARZO,4,ARAMBURU,16,AIZKORRETA,7,ROCASOLANO,18,LASTRA,5,MONTSALVATGE,10,MANAS,11,MATHEU,9,BUENDIA,12,PUIG,24,FAJARDO,14,PINILLA,13,BIDAOLA,3,VILLAR,15,BALADA,22,JAUREGUI,23,BAUTISTA,8,NARROS,17,TRONCOSO,19,TORROJA,20,DUENAS,21,SOLANA,25,,255,,255,,255,,255,,255,,255,,255,8,9,8,8,9,9,0,255,255,255,255,-,9x65,9x39,15x93,14x11,20x59,27x78,22x37,31x52,36x25,40x57,0,7,1,9,8,12,21,17,26,33,38,0,0,0,0,17,1,0,17,0,48,16,1,1,1,1,1,1,1,0,2,2,2,-,9x65,9x39,15x93,14x11,20x59,27x78,22x37,31x52,36x25,40x57,0,7,1,9,8,12,21,17,26,33,38,0,0,0,0,17,1,0,17,0,48,16,1,1,1,1,1,1,1,0,2,2,2,-,9x65,9x39,15x93,14x11,20x59,27x78,22x37,31x52,36x25,40x57,0,7,1,9,8,12,21,17,26,33,38,0,0,0,0,17,1,0,17,0,48,16,1,1,1,1,1,1,1,0,2,2,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,12,11,11,8,10,9,10,0,2,2,2,2,2,2,2,2,2,2,2,12,11,11,8,10,9,10,0,2,2,2,2,2,2,2,2,2,2,2,12,11,11,8,10,9,10,0,Jobazavar,JOBAZAVAR,JOBAZAVAR,JOBAZAVAR,JOBAZAVAR,佐巴沙華,JOBAZAVAR,乔巴沙法尔,JOBAZAVAR,JOBAZAVAR,JOBAZAVAR,JOBAZAVAR,ХОБАСАВАР,ΧΟΜΠΑΖΑΒΑΡ,JOBAZAVAR,JOBAZAVAR,JOBAZAVAR,JOBAZAVAR,JOBAZAVAR,JOBAZAVAR,1,3,2,2,1,0
吉伯尔察普,GCP,16,16,295,LLORENS,1,CISNEROS,3,SALISACHS,4,ZABALA,13,GRAU,2,CUDORENI,5,GARDE,8,CASAR,19,OLALLA,6,OUDOREADO,10,HERRERO,9,EPITIE,12,ALKORTA,25,APARICIO,14,ASTARLOA,16,ROTETA,23,LOTINA,17,RIENDA,21,LANGA,15,MONSARVACHE,18,MARSILLACH,20,MAURA,22,BERGARA,11,BROTO,24,JURADO,7,,255,,255,,255,,255,,255,,255,,255,6,6,8,6,6,6,6,255,255,255,255,-,8x65,8x39,15x93,15x11,17x52,24x67,24x37,34x73,34x31,41x52,0,7,1,9,8,12,21,17,28,24,38,0,0,0,16,16,0,0,0,0,0,16,1,1,1,1,1,1,1,1,1,1,2,-,8x65,8x39,15x93,15x11,17x52,24x67,24x37,34x73,34x31,41x52,0,7,1,9,8,12,21,17,28,24,38,0,0,0,16,16,0,0,0,0,0,16,1,1,1,1,1,1,1,1,1,1,2,-,8x65,8x39,15x93,15x11,17x52,24x67,24x37,34x73,34x31,41x52,0,7,1,9,8,12,21,17,28,24,38,0,0,0,16,16,0,0,0,0,0,16,1,1,1,1,1,1,1,1,1,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,11,8,8,9,9,10,8,0,2,2,2,2,2,2,2,2,2,2,2,11,8,8,9,9,10,8,0,2,2,2,2,2,2,2,2,2,2,2,11,8,8,9,9,10,8,0,Giberchampu,GIBERCHAMPU,GIBERCHAMPU,GIBERCHAMPU,GIBERCHAMPU,基巴贊普,GIBERCHAMPU,吉伯尔察普,GIBERCHAMPU,GIBERCHAMPU,GIBERCHAMPU,GIBERCHAMPU,ГИВЕРЧАМПУ,ΧΙΜΠΕΡΤΣΑΜΠΟΥ,GIBERCHAMPU,GIBERCHAMPU,GIBERCHAMPU,GIBERCHAMPU,GIBERCHAMPU,GIBERCHAMPU,1,3,2,1,4,0
萨尔夸格纳,ZQG,38,16,296,FORNER,1,PISADOR,5,VARELA,17,BARDEM,18,PACHECO,11,NARVAEZ,4,TORTOLERO,2,SUELA,21,SALAZAR,23,ZAHINOS,7,GONBAU,9,CLOTET,12,CRUSAT,22,CUEVAS,6,CALVO,19,GARRIGUES,15,CASQUERO,8,OREJA,3,HERVAS,16,ESCUREDO,20,UELTA,13,ALBENIZ,10,ARACIL,24,ASKASIBAR,14,ROGEL,25,,255,,255,,255,,255,,255,,255,,255,4,6,4,3,1,6,5,255,255,255,255,-,9x65,9x39,14x91,14x13,18x52,23x67,29x45,36x81,36x23,41x52,0,7,1,9,8,12,19,26,30,29,38,0,0,0,0,0,1,0,0,16,16,0,1,1,1,1,1,0,1,1,1,1,1,-,9x65,9x39,14x91,14x13,18x52,23x67,29x45,36x81,36x23,41x52,0,7,1,9,8,12,19,26,30,29,38,0,0,0,0,0,1,0,0,16,16,0,1,1,1,1,1,0,1,1,1,1,1,-,9x65,9x39,14x91,14x13,18x52,23x67,29x45,36x81,36x23,41x52,0,7,1,9,8,12,19,26,30,29,38,0,0,0,0,0,1,0,0,16,16,0,1,1,1,1,1,0,1,1,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,12,9,9,8,8,9,11,0,2,2,2,2,2,2,2,2,2,2,2,12,9,9,8,8,9,11,0,2,2,2,2,2,2,2,2,2,2,2,12,9,9,8,8,9,11,0,Zarquagena,ZARQUAGENA,ZARQUAGENA,ZARQUAGENA,ZARQUAGENA,沙古亞根拿,ZARQUAGENA,萨尔夸格纳,ZARQUAGENA,ZARQUAGENA,ZARQUAGENA,ZARQUAGENA,ЗАРКВАХЕНА,ΖΑΡΚΑΧΕΝΑ,ZARQUAGENA,ZARQUAGENA,ZARQUAGENA,ZARQUAGENA,ZARQUAGENA,ZARQUAGENA,1,3,2,1,0,0
波魁希洛,PQL,9,16,297,LAZARO,1,MONDEJAR,4,MANTILLA,3,MAYO,13,BORREGUERO,22,VENTURA,8,BELOKI,6,PERIS,10,PRENAFETA,20,FLECHA,14,VISEDO,17,PALOP,12,BAGUER,25,NAGORE,2,TRASHORRAS,5,SERRABASSA,11,JORQUERA,16,LLORACH,15,SARMIENTO,21,CORTES,7,GURRUTXAGA,18,CLAVERO,19,GUAYRE,24,GARCES,23,CAMARASA,9,,255,,255,,255,,255,,255,,255,,255,7,7,8,7,7,7,1,255,255,255,255,-,9x65,9x39,14x93,14x11,18x52,22x71,25x33,32x52,40x65,40x39,0,7,1,9,8,12,21,17,26,40,36,0,0,0,17,17,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,-,9x65,9x39,14x93,14x11,18x52,22x71,25x33,32x52,40x65,40x39,0,7,1,9,8,12,21,17,26,40,36,0,0,0,17,17,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,-,9x65,9x39,14x93,14x11,18x52,22x71,25x33,32x52,40x65,40x39,0,7,1,9,8,12,21,17,26,40,36,0,0,0,17,17,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,10,10,8,9,10,8,10,0,2,2,2,2,2,2,2,2,2,2,2,10,10,8,9,10,8,10,0,2,2,2,2,2,2,2,2,2,2,2,10,10,8,9,10,8,10,0,Poquehillo,POQUEHILLO,POQUEHILLO,POQUEHILLO,POQUEHILLO,普基希路,POQUEHILLO,波魁希洛,POQUEHILLO,POQUEHILLO,POQUEHILLO,POQUEHILLO,ПОКЕЛЬЙО,ΠΟΚΕΧΙΓΙΟ,POQUEHILLO,POQUEHILLO,POQUEHILLO,POQUEHILLO,POQUEHILLO,POQUEHILLO,1,3,2,1,0,0
哈尔马努奇,HNC,38,16,298,CAPARROS,25,OLANO,4,ECHANOVA,5,ESCRIVA,13,UBAGO,6,ANSOLA,3,ALCAIDE,21,ARIZMENDI,20,RIPOLL,22,LANDA,9,YUBERO,16,MONTEAGUDO,1,MINAMBRES,12,MYERS,2,MACHON,24,BERMEJO,14,BELLIDO,18,PEYRO,8,FLORO,15,PULIDO,10,BUADES,11,VILOCA,17,VALERIO,7,BALCAZAR,19,PARRI,23,,255,,255,,255,,255,,255,,255,,255,6,7,6,5,8,10,1,255,255,255,255,-,9x73,8x52,9x31,15x91,15x13,18x52,31x63,31x41,36x83,36x21,0,7,3,1,9,8,12,26,24,30,29,0,0,1,0,17,17,0,40,40,24,48,1,0,1,0,1,1,1,1,1,1,1,-,9x73,8x52,9x31,15x91,15x13,18x52,31x63,31x41,36x83,36x21,0,7,3,1,9,8,12,26,24,30,29,0,0,1,0,17,17,0,40,40,24,48,1,0,1,0,1,1,1,1,1,1,1,-,9x73,8x52,9x31,15x91,15x13,18x52,31x63,31x41,36x83,36x21,0,7,3,1,9,8,12,26,24,30,29,0,0,1,0,17,17,0,40,40,24,48,1,0,1,0,1,1,1,1,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,14,11,12,10,13,10,12,0,2,2,2,2,2,2,2,2,2,2,2,14,11,12,10,13,10,12,0,2,2,2,2,2,2,2,2,2,2,2,14,11,12,10,13,10,12,0,Harmanuci,HARMANUCI,HARMANUCI,HARMANUCI,HARMANUCI,哈馬盧斯,HARMANUCI,哈尔马努奇,HARMANUCI,HARMANUCI,HARMANUCI,HARMANUCI,АРМАНУЧИ,ΑΡΜΑΝΟΥΣΙ,HARMANUCI,HARMANUCI,HARMANUCI,HARMANUCI,HARMANUCI,HARMANUCI,1,3,2,2,4,0
弗伏拉吉祖,FGZ,14,16,299,DOBLAS,23,SURINACH,5,LLADO,2,CIGANER,4,SAUCEDO,19,CORRETJA,13,GRIGNON,21,GUILLEN,15,GALBO,10,CASADO,8,ORTIZ,11,ELIA,1,IRAIZOZ,12,ANGULO,3,ARREGI,16,ALZAMORA,20,LOMBARDERO,6,ROMAY,14,LARREGLA,25,MONTES,22,MUSTAFA,7,MANRIQUE,9,MASSANA,17,BOLLAIN,24,VELAZQUEZ,18,,255,,255,,255,,255,,255,,255,,255,8,8,9,8,8,9,2,255,255,255,255,-,8x65,8x39,14x93,14x11,18x52,22x73,22x31,32x52,39x77,39x27,0,7,1,9,8,12,21,17,26,35,31,0,0,0,0,0,1,0,0,0,24,48,1,1,1,1,1,1,1,1,2,2,2,-,8x65,8x39,14x93,14x11,18x52,22x73,22x31,32x52,39x77,39x27,0,7,1,9,8,12,21,17,26,35,31,0,0,0,0,0,1,0,0,0,24,48,1,1,1,1,1,1,1,1,2,2,2,-,8x65,8x39,14x93,14x11,18x52,22x73,22x31,32x52,39x77,39x27,0,7,1,9,8,12,21,17,26,35,31,0,0,0,0,0,1,0,0,0,24,48,1,1,1,1,1,1,1,1,2,2,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,11,11,9,12,12,9,11,0,2,2,2,2,2,2,2,2,2,2,2,11,11,9,12,12,9,11,0,2,2,2,2,2,2,2,2,2,2,2,11,11,9,12,12,9,11,0,Fovragizum,FOVRAGIZUM,FOVRAGIZUM,FOVRAGIZUM,FOVRAGIZUM,科夫拿基森,FOVRAGIZUM,弗伏拉吉祖,FOVRAGIZUM,FOVRAGIZUM,FOVRAGIZUM,FOVRAGIZUM,ФОВРАГИЗУМ,ΦΟΒΡΑΧΙΖΟΥΜ,FOVRAGIZUM,FOVRAGIZUM,FOVRAGIZUM,FOVRAGIZUM,FOVRAGIZUM,FOVRAGIZUM,1,3,2,2,1,0
布察内瓦,BCV,38,16,300,BEITIA,1,FERRON,3,JIMENEZ,2,PINEDA,13,BALBUENA,4,PALAU,17,XAVIER,19,TELLETXEA,14,CHAVARRI,16,SEMPRUN,10,GIOVANELLA,11,SANTOLARIA,21,CORRALES,12,QUEREJETA,5,CUELLAR,18,CAJAL,23,CASAS,22,GAONA,6,OCANA,15,ESCAMILLA,7,URBANO,20,ANGLES,25,HALFFTER,24,ALFARO,8,ARCAS,9,,255,,255,,255,,255,,255,,255,,255,9,9,8,9,9,9,2,255,255,255,255,-,10x67,10x37,15x93,15x11,19x65,19x39,32x77,32x27,29x52,41x52,0,7,1,9,8,14,10,23,22,26,38,0,0,0,17,17,1,1,48,24,68,16,1,0,0,1,1,0,0,1,1,2,2,-,10x67,10x37,15x93,15x11,19x65,19x39,32x77,32x27,29x52,41x52,0,7,1,9,8,14,10,23,22,26,38,0,0,0,17,17,1,1,48,24,68,16,1,0,0,1,1,0,0,1,1,2,2,-,10x67,10x37,15x93,15x11,19x65,19x39,32x77,32x27,29x52,41x52,0,7,1,9,8,14,10,23,22,26,38,0,0,0,17,17,1,1,48,24,68,16,1,0,0,1,1,0,0,1,1,2,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,13,12,12,11,11,11,10,1,2,2,2,2,2,2,2,2,2,2,2,13,12,12,11,11,11,10,1,2,2,2,2,2,2,2,2,2,2,2,13,12,12,11,11,11,10,1,Buchaneva,BUCHANEVA,BUCHANEVA,BUCHANEVA,BUCHANEVA,保查尼華,BUCHANEVA,布察内瓦,BUCHANEVA,BUCHANEVA,BUCHANEVA,BUCHANEVA,БУЧАНЕВА,ΜΠΟΥΤΣΑΝΕΒΑ,BUCHANEVA,BUCHANEVA,BUCHANEVA,BUCHANEVA,BUCHANEVA,BUCHANEVA,1,3,2,3,1,0
康塔奎普拉,CQP,9,16,301,LOIOLA,25,LARRAZ,5,MORERA,13,MURILLO,2,MILAN,4,MARISCAL,3,BOLUDA,19,GENERELO,6,BELLO,16,VEIGA,22,PRIM,18,FARINOS,1,PIEDRA,12,BANGO,14,PAREJA,24,WEINDLER,23,DONOSTIA,8,TEVENET,17,SQUILLARL,21,SAEZ,20,SAURIN,11,CORINO,7,CODAX,9,CARMONA,15,KARMONA,10,,255,,255,,255,,255,,255,,255,,255,8,8,9,9,7,9,0,255,255,255,255,-,10x77,7x52,10x27,15x93,15x11,19x63,19x41,34x77,34x27,41x52,0,7,3,1,9,8,21,17,28,24,38,0,0,0,0,17,17,0,0,40,40,16,1,1,1,1,1,1,1,1,1,1,2,-,10x77,7x52,10x27,15x93,15x11,19x63,19x41,34x77,34x27,41x52,0,7,3,1,9,8,21,17,28,24,38,0,0,0,0,17,17,0,0,40,40,16,1,1,1,1,1,1,1,1,1,1,2,-,10x77,7x52,10x27,15x93,15x11,19x63,19x41,34x77,34x27,41x52,0,7,3,1,9,8,21,17,28,24,38,0,0,0,0,17,17,0,0,40,40,16,1,1,1,1,1,1,1,1,1,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,9,10,9,9,10,8,10,1,2,2,2,2,2,2,2,2,2,2,2,9,10,9,9,10,8,10,1,2,2,2,2,2,2,2,2,2,2,2,9,10,9,9,10,8,10,1,Contaquipura,CONTAQUIPURA,CONTAQUIPURA,CONTAQUIPURA,CONTAQUIPURA,干達基普拿,CONTAQUIPURA,康塔奎普拉,CONTAQUIPURA,CONTAQUIPURA,CONTAQUIPURA,CONTAQUIPURA,КОНТАКИПУРА,ΚΟΝΤΑΚΙΠΟΥΡΑ,CONTAQUIPURA,CONTAQUIPURA,CONTAQUIPURA,CONTAQUIPURA,CONTAQUIPURA,CONTAQUIPURA,1,3,2,1,3,0
赫兹托里姆,HZR,38,16,302,GAVILAN,12,CABANILLES,5,OBIOLS,23,HERRANDO,16,ESPEJO,10,UNANUA,15,ANCHIETA,14,ALEGRE,24,AZANA,8,WATLING,18,ROMAN,19,LOAISA,1,LAPETRA,22,MORE,2,MUNOZ,17,MATUTES,6,MASARNAU,9,VELAMAZAN,21,BENEGAS,11,BLANQUER,20,PUEYO,7,FALLA,13,PINDADO,25,VALDERRABANO,3,PADIN,4,,255,,255,,255,,255,,255,,255,,255,4,6,4,3,5,7,4,255,255,255,255,-,10x83,9x52,10x21,19x65,19x39,25x93,25x11,32x52,40x65,40x39,0,7,3,1,14,10,23,22,26,40,36,0,0,1,0,0,0,0,16,68,16,16,1,0,0,0,1,1,1,1,1,1,1,-,10x83,9x52,10x21,19x65,19x39,25x93,25x11,32x52,40x65,40x39,0,7,3,1,14,10,23,22,26,40,36,0,0,1,0,0,0,0,16,68,16,16,1,0,0,0,1,1,1,1,1,1,1,-,10x83,9x52,10x21,19x65,19x39,25x93,25x11,32x52,40x65,40x39,0,7,3,1,14,10,23,22,26,40,36,0,0,1,0,0,0,0,16,68,16,16,1,0,0,0,1,1,1,1,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,11,11,11,9,11,10,11,0,2,2,2,2,2,2,2,2,2,2,2,11,11,11,9,11,10,11,0,2,2,2,2,2,2,2,2,2,2,2,11,11,11,9,11,10,11,0,Heztorrium,HEZTORRIUM,HEZTORRIUM,HEZTORRIUM,HEZTORRIUM,希斯托廉,HEZTORRIUM,赫兹托里姆,HEZTORRIUM,HEZTORRIUM,HEZTORRIUM,HEZTORRIUM,ЭСТОРРИУМ,ΕΖΤΟΡΙΟΥΜ,HEZTORRIUM,HEZTORRIUM,HEZTORRIUM,HEZTORRIUM,HEZTORRIUM,HEZTORRIUM,1,3,2,2,3,0
